GS34 -191.17 331.372
GS35 -198.572 345.026
GS36 -134.51 228.408
GS42 -187.488 332.745
GS43 -179.844 328.251
GS45 -180.84 321.091
GS46 -184.089 307.012
GS47 -159.464 233.565
GS48 -172.215 274.695
GS49 -145.418 251.376
GS50 -184.561 219.152
GTRG 174.532 1131.54
GUAD -256.362 -467.306
GUAX -256.402 -467.416
GVRS -233.359 104.725
H623 -433.741 282.316
HAMA 9.35655 -6.80186
HAP2 -303.328 136.876
HAPY -300.792 140.157
HARV -468.876 157.116
HAWE -168.844 204.123
HBCO -249.685 75.6605
HCMN -78.4804 182.755
HEBR -62.9086 144.785
HECT -77.6394 186.109
HEPS -474.053 362.392
HIGH -146.25 113.771
HNPS -4.17402 67.0389
HNTR -173.515 384.301
HODG -146.22 191.348
HOGS -444.827 311.512
HOL3 -208.262 150.041
HOLC -208.272 150.041
HOLD -133.08 391.46
HOLT 19.5478 -35.0532
HOLY -239.268 91.805
HOPB -656.9 670.591
HOPP -301.955 153.459
HOWY -104.424 49.0204
HTR1 -418.253 290.533
HUNT -437.808 312.832
HUSB -518.669 1233.35
HVYS -331.618 150.003
I013 22.6152 -31.6792
I014 18.5602 -32.3067
I016 8.08552 -33.3351
I018 -3.90262 -33.3184
I019 -11.6598 -34.6344
I021 -27.4937 -35.8653
I025 -0.04738 23.0216
I026 3.04858 18.6388
I046 28.4223 -14.2971
I40A -30.9726 180.097
IID2 53.8435 -42.8152
IMP1 3.12256 -22.3364
IMPS 40.3504 117.94
INDB -29.8023 -172.031
INDO -110.006 76.1485
INYO -204.13 281.9
IPE0 71.5097 -64.8908
ISBO -51.5494 136.203
ISLK -264.084 284.25
ITER -151.713 168.748
IVCO 9.1232 -29.8828
IZAA -412.087 170.279
J7ZZ -155.593 247.661
J976 -329.46 212.244
JACK -281.997 220.929
JBON -221.127 247.537
JD84 -449.966 321.687
JEFF -241.636 108.956
JIMG -175.995 207.372
JKAS -179.007 379.815
JKCA -389.825 159.425
JNPR -314.247 519.287
JOAQ -440.658 316.11
JOBU -193.535 247.391
JOES -92.6577 59.7368
JOHN -49.9067 371.971
JPLA -238.522 122.228
JPLM -238.724 122.242
JSPH -236.845 131.181
JTRE -16.2822 81.2036
JUBI -88.0199 311.856
JUNC 51.0156 -42.5346
JUR3 -171.516 102.592
K526 -149.372 110.883
K559 -407.289 290.796
KANE -20.8277 -4.53597
KELL -135.2 120.634
KELY 2257.22 5241.69
KILN -265.725 221.848
KITE -197.142 49.7245
KMED -232.97 323.885
KNGR -432.697 316.311
KYVW -54.2373 90.9474
L166 -180.026 351.801
L587 -75.9886 57.2227
L589 -14.8387 -16.7533
L623 -428.992 279.467
LACH 42.7399 -64.9201
LACU -379.835 157.075
LAE2 -86.8134 164.314
LAE3 -83.5925 167.546
LAE4 -69.2303 180.516
LAEU -90.0161 162.692
LAKE -163.531 56.8352
LAMO -428.611 192.289
LAND -444.136 315.166
LANW -228.182 90.1764
LAPC -275.747 120.201
LASC -251.398 91.6855
LASE -217.871 76.3367
LAST -159.248 80.9257
LASY -399.036 262.734
LAW1 -92.8542 159.131
LAW2 -96.1051 157.377
LAW3 -100.253 154.569
LAW4 -99.887 149.28
LAYZ -62.1434 166.848
LAZY -85.9309 137.15
LBC1 -235.866 80.8765
LBC2 -239.249 76.4231
LDES -78.4243 128.695
LDSW -58.205 176.748
LEAC -120.758 269.114
LEDG -79.1574 154.717
LEEF -185.486 376.027
LEEP -252.516 114.625
LEMO -203.311 79.6409
LEV6 31.604 -78.304
LEV8 32.7542 -80.1817
LEY_ -479.694 378.005
LFRS -260.968 110.357
LGO7 -382.453 217.308
LIMP -181.344 96.2972
LINC -308.632 504.232
LINJ -235.022 172.907
LITT -68.8814 403.663
LJRN -301.479 190.041
LKWY 393.463 1292.62
LL01 -207.31 153.061
LLAS -207.484 164.208
LLCO -50.7291 -204.901
LMUT 300.717 805.882
LNCH -269.551 133.307
LNCO -315.279 362.6
LNMT -125.143 219.803
LOFT -231.342 157.316
LOKT -91.104 49.465
LONG -223.182 111.773
LORS -200.171 113.948
LOSA -64.5554 -182.175
LOSP -460.212 203.948
LOVE -283.846 155.206
LOWS -455.352 307.671
LPHS -218.963 102.295
LPUR 25.2843 -82.1744
LTEJ -295.547 189.156
LTO2 -395.06 228.448
LUC2 -119.799 147.606
LUCS -119.799 147.65
LUTZ -562.033 474.566
LVMS -323.241 182.271
M137 -157.54 359.456
M586 -101.771 49.6156
MACK 43.2625 -40.4994
MADC -410.306 222.486
MAGI -251.832 142.521
MAND -268.854 109.959
MASO -441.663 307.611
MASW -441.672 307.612
MAT2 -171.036 83.1194
MATH -171.045 83.1084
MAWY 366.971 1336.16
MAYO -262.118 138.889
MAYR 35.3696 -122.746
MCAN -71.3565 140.702
MCDS -272.764 122.396
MCK6 -382.006 245.53
MCSW -411.952 301.75
MDAY -195.256 181.525
MDO1 1118.22 -196.058
MEAN -89.2536 143.888
MEEK -95.4145 127.573
MELR -10.1887 -235.21
MERC -39.3584 391.346
MESQ -48.9488 120.699
MHCB -541.985 479.634
MIA3 3726.16 -223.405
MIDA -442.74 317.572
MIDE -446.195 320.773
MIG1 -440.062 108.227
MILU -157.516 130.152
MILX -410.448 281.387
MINS -312.439 506.158
MITH -454.481 335.444
MJPK -181.647 67.3923
MKIM -408.254 267.635
MLFP -160.034 89.9092
MNMC -440.324 322.776
MNMT -440.397 322.767
MODB -404.604 980.961
MOJ1 -120.715 246.578
MOLA -607.012 550.524
MONB -561.045 496.605
MONP -76.6073 -23.7938
MONT 50.0996 -59.2553
MONU -76.654 -23.8051
MOOD -193.756 166.566
MORR -129.792 -92.3821
MPNS -326.872 191.137
MPWD -303.478 133.273
MRGO -242.005 166.844
MSOB -149.989 124.522
MTA1 -245.588 105.731
MTZB -152.088 76.361
MULH -274.48 114.435
MUNS -341.51 171.818
MUSB -335.669 452.973
MUSD -323.621 129.905
MVFD -86.4008 11.5234
MWTP -302.218 504.463
N125 -25.0854 59.5772
NAIU 270.528 888.229
NAPO -399.056 269.654
NASA -91.6108 245.714
NBPS -52.4487 155.635
NEED 88.5349 190.968
NEST -222.595 137.729
NEWP -691.248 1297.92
NHRG -327.238 156.29
NIGU -198.463 45.3207
NIKE -270.148 114.226
NLIB 1988.48 1285.73
NOCO -183.291 90.1538
NOMT 288.184 1400.06
NOPK -255.159 97.4792
NORC -182.441 91.8124
NORD -336.495 156.446
NORT -273.873 125.818
NR58 -182.487 91.7794
NRC1 3075.44 2273.3
NSSS -128.077 -58.5948
NUNE -591.639 551.48
N_49 -272.251 103.775
O225 -11.1067 -50.2511
OAKD -185.963 82.1412
OAKS -304.401 122.196
OAT2 -277.958 136.652
OBCH 8.9453 19.9748
OBSV -76.9973 -29.4943
OCOT -17.9168 -34.5856
OCTI -37.111 -41.0276
OEOC -199.544 73.2039
OFWY 360.132 1277.35
OGHS -134.539 2.52144
OHLN -593.714 556.411
OIL1 -387.617 266.397
OLDD -102.87 142.252
OLDW -107.833 142.039
ONYX -103.873 120.305
OPBL -31.1616 140.456
OPCL -66.8268 146.554
OPCP -46.3582 139.996
OPCX -52.4949 146.929
OPRD -65.6956 158.239
OQUI -441.386 313.424
ORDS -557.667 396.695
ORES -430.822 185.763
ORIE 18.3753 -20.055
ORMT -113.701 173.762
ORVB -517.344 724.761
OSI2 -507.975 361.511
OTAY -115.711 -56.2117
OVLS -327.694 137.291
OXCO -274.608 119.895
OXEB -319.669 122.59
OXYC -241.966 113.851
OZNA -346.366 177.169
P166 -188.187 354.935
P229 -756.563 834.239
P807 -389.135 280.477
PACO -260.295 129.036
PAIN -38.6609 56.3325
PAJA -248.604 223.95
PANA -146.29 353.339
PAOS -194.696 266.92
PATW -352.723 208.031
PAVE 78.7902 40.246
PAXU -74.39 116.055
PBB4 -54.2245 93.9415
PBL2 -607.572 540.147
PBPP -215.33 155.648
PEAR -215.308 156.08
PEGL -65.3366 21.0437
PELN -255.048 161.952
PENA 200.491 -189.195
PERL -102.701 420.78
PF1_ -77.7182 52.9554
PF5C -82.1272 55.0055
PF6_ -82.7458 52.5299
PGC0 -605.672 1745.26
PHLB -194.072 201.746
PICO -277.948 136.73
PIE1 687.8 168.26
PIN1 -80.3792 56.0456
PIN2 -80.3234 56.0348
PIN3 -80.3606 56.0457
PINY -80.4331 55.7127
PION -116.872 252.96
PK02 -59.6334 197.986
PK03 -43.2877 212.601
PK04 -35.5873 212.645
PK59 -429.055 314.175
PKDB -450.12 320.426
PKRD -244.403 107.536
PM26 -505.083 392.237
PMCN -85.8125 51.4507
PMHS -237.306 88.7108
PMOB -117.568 27.6514
POIN -51.893 385.353
POMM -444.517 317.413
PORT -236.127 220.07
POSO -412.914 271.969
POTB -562.886 576.579
POZO -430.434 253.165
PPBF -147.489 80.7091
PPER -436.722 289.829
PPT1 -609.234 466.013
PRDS 59.7844 1975.77
PSAP -83.8127 78.9799
PSAR -83.3611 81.2219
PSDM -205.094 109.384
PSEB -194.131 112.575
PSWB -227.782 112.041
PT65 -136.877 149.232
PTDU -297.492 100.56
PTHP -65.7244 67.4544
PTRB -659.329 559.279
PTSG -733.718 987.92
PUET -54.1256 133.996
PVE3 -260.718 71.335
PVER -260.652 71.3896
PVHS -257.691 75.309
PVOO -254.367 71.6832
PVRS -252.921 74.6257
P_42 -89.9536 257.123
Q122 8.5389 -1.84523
QHTP -244.744 169.328
QRRY -189.236 113.774
QUIN -467.504 769.149
R122 74.5625 -25.6795
R293 -116.514 57.9312
RAMT -192.734 247.574
RAYO -32.1577 -125.327
RBUT 307.478 864.196
RCA2 -380.378 157.712
RCKS -305.089 148.513
RCM5 3705.59 -246.524
RCUT -93.1059 51.0314
RDEC -124.284 39.9066
RDMT -96.2452 170.373
RDRK -429.932 180.414
REDH -426.02 281.79
REDM -461.747 1245.86
REFU -410.764 162.443
RELA -90.8357 400.149
REPO -83.2323 414.055
RESE -267.606 132.257
RHCL -225.388 101.493
RICM 3705.55 -246.535
RICU -81.7458 128.322
RLOV -95.8963 -109.692
RMRD -68.6983 78.7889
RNCH -448.785 315.355
ROAD -92.5034 46.5434
ROBO -43.3409 37.3054
ROCH -94.4421 55.8493
ROCK -285.031 126.317
ROCM -109.591 159.278
ROGE -138.324 344.876
ROSA -148.185 44.067
ROUN -264.372 281.947
RSPG -282.808 226.39
RSRT -74.2409 64.4621
RSTP -239.662 196.596
RTHS -163.232 108.847
RUS1 -463.408 168.185
RVAL 14.935 226.681
RYAN -99.2304 355.844
S300 -532.76 515.355
SAEC -273.665 176.875
SAFE -277.958 136.708
SAIS -56.6197 -212.16
SAL0 -395.06 228.448
SALD 22.1209 -146.97
SALI -378.816 193.516
SALT -20.536 36.4516
SALY -58.5505 148.134
SAN1 -180.223 66.7528
SAND -64.2467 127.421
SANJ -422.591 270.958
SANO -178.014 101.048
SANS -177.086 122.477
SAOB -527.661 414.825
SATI -262.046 123.027
SBCC -192.046 49.5465
SBIS -320.323 42.2453
SCH2 2904.02 3626.18
SCIA -166.241 166.33
SCIP -269.774 -20.4656
SCLA -318.248 136.908
SCMS -189.623 37.4569
SCP1 -39.1508 128.952
SCP2 -35.8515 145.875
SCP4 -55.8127 137.842
SCP5 -60.5275 147.132
SCP6 -70.4414 144.235
SCRE -367.362 107.944
SCRW -399.923 110.871
SD07 -96.8974 31.0828
SD09 -59.2159 16.7848
SD15 -93.1086 -3.64899
SD16 -75.5296 -7.46842
SD17 -144.475 -32.08
SD18 -124.216 -21.7335
SD21 -94.9964 -31.4158
SD22 -54.0242 -30.241
SD32 -124.655 -7.41071
SD33 -114.569 -48.4834
SD34 -121.19 20.5961
SD35 -90.5349 -21.3547
SD91 -59.2067 16.796
SDG6 -102.987 30.4204
SDHL -64.2467 127.421
SFBC 78.8836 -239.273
SFDM -291.795 151.291
SGHS -232.949 109.29
SGPS -102.509 89.2511
SHAD -462.481 330.276
SHLD -297.923 973.885
SHOS -67.4369 317.748
SIER -191.059 82.3828
SILK -247.221 111.042
SILV -66.283 254.056
SIO1 -154.244 -26.5852
SIO3 -154.067 -26.9292
SIO5 -154.008 -29.59
SIPH -7.69148 36.1628
SJOA -206.383 55.1151
SJU5 -198.88 89.5878
SJUA -198.871 89.5988
SKUL -60.1543 402.022
SLMS -35.464 20.9023
SLOE -416.37 257.284
SM01 -20.1297 -163.94
SM03 -19.4005 -163.821
SM04 -19.1892 -163.187
SM05 -18.9754 -162.774
SM06 -19.104 -162.288
SM07 -19.8527 -161.453
SM08 -19.7279 -162.483
SMOK -488.819 387.752
SMYC -3.84623 357.079
SNHS -216.468 91.2387
SNI1 -365.828 18.3667
SNP2 -315.272 149.575
SNPA -314.395 143.733
SNRI -417.663 97.8141
SNT0 -212.19 103.976
SNTZ -212.208 103.976
SOAP -128.886 199.13
SODB -568.081 461.462
SOLE -239.155 208.503
SOLI -346.246 134.472
SOLJ -154.27 -29.678
SOMT -320.571 136.312
SOVF -453.936 172.048
SPED -254.423 71.5841
SPJ1 -255.841 77.2032
SPK1 -282.565 106.709
SPMS -209.032 98.4265
SPMX 15.7542 -227.645
SRM1 -115.56 -56.3223
SRS1 -413.741 103.625
STEE -179.503 107.564
STG1 -153.989 -45.4869
STG2 -153.961 -45.5646
STJO 4365.19 3935.8
STOV -143.813 387.976
STRI -71.4463 392.407
STSP -66.4165 280.187
SUAA -588.517 491.569
SUMT -259.045 225.523
SUNH -157.86 182.06
SUNP -194.143 123.109
SUTB -546.951 687.455
SVAL -17.9356 31.9239
SWTR -483.303 353.079
S_31 -16.2544 36.0688
T124 9.88468 -40.0078
T138 -76.8054 55.6659
T19S -183.012 346.561
TABL -192.998 141.454
TALE -181.823 37.8227
TAMA 11.7056 -23.913
TAR0 -405.683 312.715
TATE -92.7286 424.124
TBLM -92.5034 46.5434
TBLP -433.866 316.762
TESS -466.538 258.865
THCP -259.48 228.258
THOU -63.3043 86.8868
THRT -176.482 114.136
THU1 990.991 5322.95
TIBB -609.811 544.48
TID8 -248.568 68.5711
TIVA -62.0424 424.672
TJRN -418.331 156.978
TMAP -52.7882 59.4453
TOM2 -97.5408 90.6421
TOME -100.957 56.7139
TORO -77.3191 46.2385
TORP -253.812 77.2877
TOSA -465.085 321.394
TOST -299.771 127.935
TRAK -205.163 56.8353
TRAN -22.1981 36.2554
TRN1 -160.226 299.979
TRND -731.766 906.202
TROP -240.703 209.575
TROY -87.7129 192
TSWY 385.526 1192.39
TTAP -209.479 208.42
TUM_ -458.482 394.746
TUNA -277.879 107.045
TWIN -361.639 16.4797
TWIS -404.444 268.062
TWMS -197.66 96.0992
TWR2 -404.444 268.073
TWST -323.135 172.016
U145 -286.236 145.217
U471 -158.621 111.382
UCD1 -544.834 612.778
UCL0 -263.601 107.499
UCL1 -263.757 107.567
UCLA -263.611 107.465
UCLP -263.693 107.511
UCSB -392.019 148.406
USC0 -249.395 101.719
USC1 -249.286 102.306
USGC -45.2198 -8.24924
USLO -463.525 250.529
USNO 3371.93 1487.82
V511 -208.604 327.861
VA01 -88.9921 -95.5997
VAN1 -456.573 196.362
VAN2 -456.555 196.35
VAND -462.494 166.518
VARN -29.7584 44.3682
VDCY -243.071 119.387
VDGO -248.559 123.502
VECA -357.886 148.155
VEN1 -111.744 237.332
VERN -197.549 114.339
VICU -396.159 259.539
VIEW -55.56 91.0477
VIL2 -494.227 269.038
VIMT -270.29 113.962
VM15 34.6519 -94.346
VNCO -336.636 131.758
VNCX -267.263 132.419
VNDN -462.474 166.54
VNDP -462.493 166.541
VNPS -233.57 155.089
VORO -52.7114 57.9823
VTIS -250.524 67.797
VYAS -222.217 102.781
W304 -326.033 134.86
W806 -400.252 301.419
WARN -294.635 176.625
WATC -276.512 506.611
WATH -426.789 293.291
WBCH -259.608 86.1816
WCHS -214.718 106.149
